id, Start Time, End Time, Feed Type, Quantity (oz), Quantity (ml or g), Notes, Duration (Minutes), Food Type, Unit, Bottle Type
388,22:01:44 08-27-2021,22:11:06 08-27-2021,Bottle,1.50,44,,9,Liquid,IMPERIAL,Pump
387,20:30:57 08-27-2021,20:59:57 08-27-2021,Left Breast,,,,29,Breast Milk,,
386,19:36:27 08-27-2021,19:56:42 08-27-2021,Right Breast,,,,20,Breast Milk,,
385,19:12:47 08-27-2021,19:21:55 08-27-2021,Left Breast,,,,9,Breast Milk,,
384,18:05:15 08-27-2021,18:06:33 08-27-2021,Right Breast,,,,1,Breast Milk,,
383,17:03:13 08-27-2021,17:17:27 08-27-2021,Left Breast,,,,14,Breast Milk,,
382,16:20:59 08-27-2021,16:40:59 08-27-2021,Right Breast,,,,20,Breast Milk,,
381,14:46:01 08-27-2021,15:04:52 08-27-2021,Right Breast,,,,18,Breast Milk,,
380,14:15:15 08-27-2021,14:19:45 08-27-2021,Left Breast,,,,4,Breast Milk,,
379,12:17:17 08-27-2021,12:24:01 08-27-2021,Right Breast,,,,6,Breast Milk,,
378,10:00:20 08-27-2021,10:13:20 08-27-2021,Left Breast,,,,13,Breast Milk,,
377,07:24:14 08-27-2021,07:38:31 08-27-2021,Right Breast,,,,14,Breast Milk,,
376,06:45:13 08-27-2021,06:55:25 08-27-2021,Left Breast,,,,10,Breast Milk,,
375,05:48:44 08-27-2021,06:16:25 08-27-2021,Right Breast,,,,27,Breast Milk,,
373,03:27:08 08-27-2021,03:33:37 08-27-2021,Left Breast,,,,6,Breast Milk,,
372,02:34:44 08-27-2021,02:48:13 08-27-2021,Right Breast,,,,13,Breast Milk,,
371,02:28:36 08-27-2021,02:33:39 08-27-2021,Left Breast,,,,5,Breast Milk,,
370,00:40:14 08-27-2021,01:33:13 08-27-2021,Left Breast,,,,52,Breast Milk,,
369,21:33:38 08-26-2021,21:57:10 08-26-2021,Right Breast,,,,23,Breast Milk,,
368,21:06:09 08-26-2021,21:18:01 08-26-2021,Left Breast,,,,11,Breast Milk,,
367,20:34:20 08-26-2021,20:45:21 08-26-2021,Right Breast,,,,11,Breast Milk,,
366,19:11:40 08-26-2021,19:37:23 08-26-2021,Left Breast,,,,25,Breast Milk,,
365,17:34:00 08-26-2021,18:11:29 08-26-2021,Right Breast,,,,37,Breast Milk,,
364,14:46:07 08-26-2021,14:50:40 08-26-2021,Left Breast,,,,4,Breast Milk,,
363,14:42:21 08-26-2021,14:46:01 08-26-2021,Right Breast,,,,3,Breast Milk,,
362,14:19:50 08-26-2021,14:33:44 08-26-2021,Right Breast,,,,13,Breast Milk,,
361,11:34:30 08-26-2021,11:38:32 08-26-2021,Left Breast,,,,4,Breast Milk,,
360,11:06:07 08-26-2021,11:25:29 08-26-2021,Right Breast,,,,19,Breast Milk,,
359,09:20:15 08-26-2021,09:53:01 08-26-2021,Left Breast,,,,32,Breast Milk,,
358,08:58:44 08-26-2021,09:06:58 08-26-2021,Right Breast,,,,8,Breast Milk,,
357,08:17:31 08-26-2021,08:25:11 08-26-2021,Left Breast,,,,7,Breast Milk,,
356,05:30:18 08-26-2021,05:30:55 08-26-2021,Left Breast,,,,0,Breast Milk,,
355,05:23:29 08-26-2021,05:30:17 08-26-2021,Right Breast,,,,6,Breast Milk,,
354,02:40:42 08-26-2021,03:01:27 08-26-2021,Left Breast,,,,20,Breast Milk,,
353,00:14:05 08-26-2021,01:20:07 08-26-2021,Right Breast,,,,66,Breast Milk,,
352,22:44:00 08-25-2021,22:53:00 08-25-2021,Right Breast,,,,9,Breast Milk,,
351,22:17:23 08-25-2021,22:25:45 08-25-2021,Right Breast,,,,8,Breast Milk,,
350,22:07:14 08-25-2021,22:16:14 08-25-2021,Left Breast,,,,9,Breast Milk,,
349,19:52:33 08-25-2021,19:56:33 08-25-2021,Right Breast,,,,3,Breast Milk,,
348,19:44:53 08-25-2021,19:51:20 08-25-2021,Left Breast,,,,6,Breast Milk,,
347,16:48:19 08-25-2021,16:58:43 08-25-2021,Right Breast,,,,10,Breast Milk,,
346,15:47:49 08-25-2021,15:55:28 08-25-2021,Right Breast,,,,7,Breast Milk,,
345,15:25:40 08-25-2021,15:47:48 08-25-2021,Left Breast,,,,22,Breast Milk,,
344,11:36:51 08-25-2021,11:40:51 08-25-2021,Right Breast,,,,4,Breast Milk,,
343,11:00:01 08-25-2021,11:04:09 08-25-2021,Left Breast,,,,4,Breast Milk,,
342,10:28:28 08-25-2021,10:34:54 08-25-2021,Right Breast,,,,6,Breast Milk,,
341,09:39:35 08-25-2021,09:47:32 08-25-2021,Right Breast,,,,7,Breast Milk,,
340,08:55:43 08-25-2021,09:05:07 08-25-2021,Left Breast,,,,9,Breast Milk,,
338,07:30:06 08-25-2021,07:43:28 08-25-2021,Right Breast,,,,13,Breast Milk,,
339,07:23:06 08-25-2021,07:30:08 08-25-2021,Bottle,0.50,14,,7,Liquid,IMPERIAL,Pump
337,07:05:00 08-25-2021,07:14:02 08-25-2021,Bottle,1.00,29,,9,Liquid,IMPERIAL,Pump
336,04:44:24 08-25-2021,05:04:54 08-25-2021,Right Breast,,,,20,Breast Milk,,
335,03:02:12 08-25-2021,03:14:03 08-25-2021,Left Breast,,,,11,Breast Milk,,
334,23:48:21 08-24-2021,23:53:57 08-24-2021,Right Breast,,,,5,Breast Milk,,
333,21:30:29 08-24-2021,21:50:48 08-24-2021,Left Breast,,,,20,Breast Milk,,
332,21:24:18 08-24-2021,21:29:18 08-24-2021,Right Breast,,,,5,Breast Milk,,
331,20:49:06 08-24-2021,20:54:40 08-24-2021,Right Breast,,,,5,Breast Milk,,
330,20:34:24 08-24-2021,20:46:01 08-24-2021,Left Breast,,,,11,Breast Milk,,
329,18:58:16 08-24-2021,19:07:55 08-24-2021,Left Breast,,,,9,Breast Milk,,
328,18:25:24 08-24-2021,18:44:15 08-24-2021,Right Breast,,,,18,Breast Milk,,
327,14:54:57 08-24-2021,15:12:43 08-24-2021,Left Breast,,,,17,Breast Milk,,
326,11:27:03 08-24-2021,11:35:07 08-24-2021,Right Breast,,,,8,Breast Milk,,
325,11:05:06 08-24-2021,11:19:06 08-24-2021,Left Breast,,,,14,Breast Milk,,
324,10:51:57 08-24-2021,11:00:31 08-24-2021,Right Breast,,,,8,Breast Milk,,
323,09:07:54 08-24-2021,09:22:34 08-24-2021,Left Breast,,,,14,Breast Milk,,
322,07:49:22 08-24-2021,08:06:30 08-24-2021,Right Breast,,,,17,Breast Milk,,
321,04:45:24 08-24-2021,05:14:05 08-24-2021,Right Breast,,,,28,Breast Milk,,
320,01:39:44 08-24-2021,01:43:46 08-24-2021,Left Breast,,,,4,Breast Milk,,
319,01:29:50 08-24-2021,01:36:54 08-24-2021,Right Breast,,,,7,Breast Milk,,
318,22:39:13 08-23-2021,22:48:00 08-23-2021,Right Breast,,,,8,Breast Milk,,
317,20:52:15 08-23-2021,20:54:23 08-23-2021,Left Breast,,,,2,Breast Milk,,
316,20:35:03 08-23-2021,20:40:03 08-23-2021,Right Breast,,,,5,Breast Milk,,
315,19:00:16 08-23-2021,19:11:27 08-23-2021,Left Breast,,,,11,Breast Milk,,
314,16:48:41 08-23-2021,16:51:01 08-23-2021,Right Breast,,,,2,Breast Milk,,
313,16:31:01 08-23-2021,16:39:41 08-23-2021,Left Breast,,,,8,Breast Milk,,
312,14:23:45 08-23-2021,14:37:12 08-23-2021,Right Breast,,,,13,Breast Milk,,
311,13:42:54 08-23-2021,13:50:34 08-23-2021,Right Breast,,,,7,Breast Milk,,
310,13:34:32 08-23-2021,13:40:11 08-23-2021,Left Breast,,,,5,Breast Milk,,
309,13:12:56 08-23-2021,13:15:53 08-23-2021,Right Breast,,,,2,Breast Milk,,
308,11:24:20 08-23-2021,11:28:05 08-23-2021,Right Breast,,,,3,Breast Milk,,
307,11:02:50 08-23-2021,11:11:38 08-23-2021,Left Breast,,,,8,Breast Milk,,
306,10:42:22 08-23-2021,10:45:55 08-23-2021,Left Breast,,,,3,Breast Milk,,
305,08:31:41 08-23-2021,08:57:16 08-23-2021,Right Breast,,,,25,Breast Milk,,
304,04:28:23 08-23-2021,04:33:25 08-23-2021,Right Breast,,,,5,Breast Milk,,
303,03:36:33 08-23-2021,03:58:33 08-23-2021,Left Breast,,,,22,Breast Milk,,
302,00:38:12 08-23-2021,00:45:00 08-23-2021,Left Breast,,,,6,Breast Milk,,
301,00:21:18 08-23-2021,00:27:33 08-23-2021,Right Breast,,,,6,Breast Milk,,
300,22:25:24 08-22-2021,22:32:35 08-22-2021,Left Breast,,,,7,Breast Milk,,
299,21:25:15 08-22-2021,21:35:37 08-22-2021,Right Breast,,,,10,Breast Milk,,
298,19:39:39 08-22-2021,19:43:40 08-22-2021,Right Breast,,,,4,Breast Milk,,
297,19:02:16 08-22-2021,19:10:24 08-22-2021,Left Breast,,,,8,Breast Milk,,
296,16:07:10 08-22-2021,16:20:43 08-22-2021,Right Breast,,,,13,Breast Milk,,
295,15:18:52 08-22-2021,15:28:03 08-22-2021,Left Breast,,,,9,Breast Milk,,
294,12:14:20 08-22-2021,12:30:06 08-22-2021,Right Breast,,,,15,Breast Milk,,
293,11:19:01 08-22-2021,11:28:27 08-22-2021,Left Breast,,,,9,Breast Milk,,
292,10:44:36 08-22-2021,10:49:48 08-22-2021,Left Breast,,,,5,Breast Milk,,
291,10:21:03 08-22-2021,10:44:32 08-22-2021,Right Breast,,,,23,Breast Milk,,
290,10:03:21 08-22-2021,10:07:21 08-22-2021,Left Breast,,,,4,Breast Milk,,
288,07:18:39 08-22-2021,07:29:25 08-22-2021,Left Breast,,,,10,Breast Milk,,
289,06:30:27 08-22-2021,06:45:27 08-22-2021,Right Breast,,,,15,Breast Milk,,
287,04:06:17 08-22-2021,04:16:38 08-22-2021,Right Breast,,,,10,Breast Milk,,
286,03:26:10 08-22-2021,03:32:18 08-22-2021,Left Breast,,,,6,Breast Milk,,
285,23:01:19 08-21-2021,23:06:20 08-21-2021,Left Breast,,,,5,Breast Milk,,
284,22:49:56 08-21-2021,22:58:27 08-21-2021,Right Breast,,,,8,Breast Milk,,
283,20:29:04 08-21-2021,20:38:04 08-21-2021,Bottle,1.50,44,,9,Liquid,IMPERIAL,Pump
282,20:05:52 08-21-2021,20:17:09 08-21-2021,Right Breast,,,,11,Breast Milk,,
281,19:03:50 08-21-2021,19:17:44 08-21-2021,Left Breast,,,,13,Breast Milk,,
280,15:52:39 08-21-2021,16:01:24 08-21-2021,Left Breast,,,,8,Breast Milk,,
279,15:47:36 08-21-2021,15:50:20 08-21-2021,Right Breast,,,,2,Breast Milk,,
278,12:31:36 08-21-2021,12:36:15 08-21-2021,Left Breast,,,,4,Breast Milk,,
277,12:05:22 08-21-2021,12:11:01 08-21-2021,Right Breast,,,,5,Breast Milk,,
276,10:54:48 08-21-2021,11:15:36 08-21-2021,Right Breast,,,,20,Breast Milk,,
275,08:28:55 08-21-2021,08:32:22 08-21-2021,Left Breast,,,,3,Breast Milk,,
274,07:52:51 08-21-2021,07:58:58 08-21-2021,Right Breast,,,,6,Breast Milk,,
273,06:05:22 08-21-2021,06:17:06 08-21-2021,Left Breast,,,,11,Breast Milk,,
272,04:24:06 08-21-2021,04:29:58 08-21-2021,Right Breast,,,,5,Breast Milk,,
271,03:53:54 08-21-2021,04:02:52 08-21-2021,Left Breast,,,,8,Breast Milk,,
270,03:35:25 08-21-2021,03:40:42 08-21-2021,Right Breast,,,,5,Breast Milk,,
267,22:16:10 08-20-2021,22:24:40 08-20-2021,Left Breast,,,,8,Breast Milk,,
266,22:02:32 08-20-2021,22:14:30 08-20-2021,Right Breast,,,,11,Breast Milk,,
268,20:00:51 08-20-2021,20:15:51 08-20-2021,Bottle,1.50,44,,15,Liquid,IMPERIAL,Pump
265,19:27:36 08-20-2021,19:38:58 08-20-2021,Left Breast,,,,11,Breast Milk,,
264,19:06:58 08-20-2021,19:19:35 08-20-2021,Right Breast,,,,12,Breast Milk,,
263,15:28:07 08-20-2021,15:52:18 08-20-2021,Right Breast,,,,24,Breast Milk,,
262,14:41:40 08-20-2021,14:58:51 08-20-2021,Right Breast,,,,17,Breast Milk,,
261,14:35:09 08-20-2021,14:40:21 08-20-2021,Left Breast,,,,5,Breast Milk,,
260,12:40:02 08-20-2021,12:52:34 08-20-2021,Left Breast,,,,12,Breast Milk,,
259,10:48:55 08-20-2021,10:57:45 08-20-2021,Left Breast,,,,8,Breast Milk,,
258,09:55:59 08-20-2021,09:59:22 08-20-2021,Right Breast,,,,3,Breast Milk,,
257,08:42:12 08-20-2021,09:00:04 08-20-2021,Left Breast,,,,17,Breast Milk,,
256,05:54:35 08-20-2021,05:56:25 08-20-2021,Left Breast,,,,1,Breast Milk,,
255,05:17:57 08-20-2021,05:30:44 08-20-2021,Right Breast,,,,12,Breast Milk,,
254,04:54:04 08-20-2021,05:07:37 08-20-2021,Left Breast,,,,13,Breast Milk,,
253,01:46:31 08-20-2021,01:50:31 08-20-2021,Right Breast,,,,3,Breast Milk,,
252,23:27:55 08-19-2021,23:48:30 08-19-2021,Right Breast,,,,20,Breast Milk,,
251,23:05:45 08-19-2021,23:16:12 08-19-2021,Left Breast,,,,10,Breast Milk,,
250,21:37:02 08-19-2021,21:46:35 08-19-2021,Right Breast,,,,9,Breast Milk,,
249,20:35:30 08-19-2021,20:43:45 08-19-2021,Left Breast,,,,8,Breast Milk,,
248,17:37:53 08-19-2021,17:53:55 08-19-2021,Right Breast,,,,16,Breast Milk,,
247,16:07:58 08-19-2021,16:22:46 08-19-2021,Left Breast,,,,14,Breast Milk,,
246,14:17:15 08-19-2021,14:24:03 08-19-2021,Right Breast,,,,6,Breast Milk,,
245,12:15:43 08-19-2021,12:31:36 08-19-2021,Left Breast,,,,15,Breast Milk,,
244,11:33:22 08-19-2021,11:42:57 08-19-2021,Bottle,1.50,44,,9,Liquid,IMPERIAL,Pump
243,10:51:32 08-19-2021,10:55:46 08-19-2021,Bottle,1.50,44,,4,Liquid,IMPERIAL,Pump
242,09:16:06 08-19-2021,09:20:38 08-19-2021,Right Breast,,,,4,Breast Milk,,
241,08:46:52 08-19-2021,08:58:47 08-19-2021,Left Breast,,,,11,Breast Milk,,
240,08:23:31 08-19-2021,08:29:05 08-19-2021,Right Breast,,,,5,Breast Milk,,
239,07:42:47 08-19-2021,07:48:47 08-19-2021,Right Breast,,,,6,Breast Milk,,
238,04:04:18 08-19-2021,04:15:45 08-19-2021,Left Breast,,,,11,Breast Milk,,
237,03:42:44 08-19-2021,03:51:34 08-19-2021,Right Breast,,,,8,Breast Milk,,
236,01:18:43 08-19-2021,01:35:33 08-19-2021,Left Breast,,,,16,Breast Milk,,
235,23:32:45 08-18-2021,23:50:22 08-18-2021,Bottle,1.50,44,,17,Liquid,IMPERIAL,Pump
234,23:16:07 08-18-2021,23:32:32 08-18-2021,Right Breast,,,,16,Breast Milk,,
233,22:29:57 08-18-2021,22:40:03 08-18-2021,Left Breast,,,,10,Breast Milk,,
232,22:08:31 08-18-2021,22:20:22 08-18-2021,Right Breast,,,,11,Breast Milk,,
231,21:36:43 08-18-2021,21:43:55 08-18-2021,Left Breast,,,,7,Breast Milk,,
230,20:40:49 08-18-2021,20:45:34 08-18-2021,Right Breast,,,,4,Breast Milk,,
229,19:02:27 08-18-2021,19:15:49 08-18-2021,Left Breast,,,,13,Breast Milk,,
228,18:20:13 08-18-2021,18:33:20 08-18-2021,Left Breast,,,,13,Breast Milk,,
227,16:03:43 08-18-2021,16:16:54 08-18-2021,Right Breast,,,,13,Breast Milk,,
226,14:51:58 08-18-2021,15:02:05 08-18-2021,Left Breast,,,,10,Breast Milk,,
225,14:10:21 08-18-2021,14:23:55 08-18-2021,Right Breast,,,,13,Breast Milk,,
224,11:59:36 08-18-2021,12:32:16 08-18-2021,Left Breast,,,,32,Breast Milk,,
223,11:36:11 08-18-2021,11:49:27 08-18-2021,Right Breast,,,,13,Breast Milk,,
222,10:56:33 08-18-2021,11:05:48 08-18-2021,Left Breast,,,,9,Breast Milk,,
221,10:48:59 08-18-2021,10:52:29 08-18-2021,Left Breast,,,,3,Breast Milk,,
220,08:58:33 08-18-2021,09:08:25 08-18-2021,Right Breast,,,,9,Breast Milk,,
219,06:47:02 08-18-2021,06:53:51 08-18-2021,Left Breast,,,,6,Breast Milk,,
218,06:34:29 08-18-2021,06:41:13 08-18-2021,Left Breast,,,,6,Breast Milk,,
217,06:12:43 08-18-2021,06:17:48 08-18-2021,Right Breast,,,,5,Breast Milk,,
216,02:29:38 08-18-2021,02:33:24 08-18-2021,Right Breast,,,,3,Breast Milk,,
215,01:39:50 08-18-2021,01:43:17 08-18-2021,Left Breast,,,,3,Breast Milk,,
214,01:21:11 08-18-2021,01:32:49 08-18-2021,Right Breast,,,,11,Breast Milk,,
213,23:47:26 08-17-2021,23:53:29 08-17-2021,Left Breast,,,,6,Breast Milk,,
212,22:59:20 08-17-2021,23:10:24 08-17-2021,Right Breast,,,,11,Breast Milk,,
211,20:36:35 08-17-2021,20:41:43 08-17-2021,Left Breast,,,,5,Breast Milk,,
210,19:43:28 08-17-2021,19:49:56 08-17-2021,Right Breast,,,,6,Breast Milk,,
209,19:27:28 08-17-2021,19:36:12 08-17-2021,Left Breast,,,,8,Breast Milk,,
208,16:18:56 08-17-2021,16:36:33 08-17-2021,Right Breast,,,,17,Breast Milk,,
207,15:09:22 08-17-2021,15:18:22 08-17-2021,Left Breast,,,,9,Breast Milk,,
206,13:18:56 08-17-2021,14:02:38 08-17-2021,Right Breast,,,,43,Breast Milk,,
205,12:55:24 08-17-2021,13:01:24 08-17-2021,Right Breast,,,,6,Breast Milk,,
204,12:37:42 08-17-2021,12:43:43 08-17-2021,Right Breast,,,,6,Breast Milk,,
203,12:07:03 08-17-2021,12:18:59 08-17-2021,Left Breast,,,,11,Breast Milk,,
202,10:11:38 08-17-2021,10:17:45 08-17-2021,Left Breast,,,,6,Breast Milk,,
201,09:47:55 08-17-2021,09:51:52 08-17-2021,Right Breast,,,,3,Breast Milk,,
200,07:42:08 08-17-2021,07:44:54 08-17-2021,Right Breast,,,,2,Breast Milk,,
199,07:02:13 08-17-2021,07:10:15 08-17-2021,Left Breast,,,,8,Breast Milk,,
198,04:03:21 08-17-2021,04:09:24 08-17-2021,Left Breast,,,,6,Breast Milk,,
197,03:19:41 08-17-2021,03:34:06 08-17-2021,Right Breast,,,,14,Breast Milk,,
196,23:47:50 08-16-2021,23:56:50 08-16-2021,Left Breast,,,,9,Breast Milk,,
195,22:00:40 08-16-2021,22:12:22 08-16-2021,Right Breast,,,,11,Breast Milk,,
194,20:15:05 08-16-2021,20:25:05 08-16-2021,Left Breast,,,,10,Breast Milk,,
193,18:00:22 08-16-2021,18:11:20 08-16-2021,Left Breast,,,,10,Breast Milk,,
192,14:50:44 08-16-2021,14:59:44 08-16-2021,Right Breast,,,,9,Breast Milk,,
191,13:59:53 08-16-2021,14:05:10 08-16-2021,Left Breast,,,,5,Breast Milk,,
190,12:16:30 08-16-2021,12:26:29 08-16-2021,Left Breast,,,,9,Breast Milk,,
189,11:44:06 08-16-2021,11:50:53 08-16-2021,Left Breast,,,,6,Breast Milk,,
188,11:20:35 08-16-2021,11:33:08 08-16-2021,Right Breast,,,,12,Breast Milk,,
187,09:18:08 08-16-2021,09:23:23 08-16-2021,Left Breast,,,,5,Breast Milk,,
186,08:56:39 08-16-2021,09:05:45 08-16-2021,Right Breast,,,,9,Breast Milk,,
185,06:02:29 08-16-2021,06:12:38 08-16-2021,Left Breast,,,,10,Breast Milk,,
183,03:13:54 08-16-2021,03:25:49 08-16-2021,Left Breast,,,,11,Breast Milk,,
182,03:01:21 08-16-2021,03:13:50 08-16-2021,Right Breast,,,,12,Breast Milk,,
181,00:28:37 08-16-2021,00:36:01 08-16-2021,Bottle,0.50,14,,7,Liquid,IMPERIAL,Pump
180,00:17:39 08-16-2021,00:21:57 08-16-2021,Bottle,0.50,14,,4,Liquid,IMPERIAL,Pump
179,00:08:00 08-16-2021,00:12:19 08-16-2021,Bottle,0.50,14,,4,Liquid,IMPERIAL,Pump
184,23:46:56 08-15-2021,23:59:02 08-15-2021,Right Breast,,,,12,Breast Milk,,
178,20:44:50 08-15-2021,20:51:11 08-15-2021,Left Breast,,,,6,Breast Milk,,
177,19:04:20 08-15-2021,19:08:36 08-15-2021,Left Breast,,,,4,Breast Milk,,
176,18:34:37 08-15-2021,18:41:47 08-15-2021,Right Breast,,,,7,Breast Milk,,
175,15:42:07 08-15-2021,16:00:56 08-15-2021,Left Breast,,,42g,18,Breast Milk,,
174,15:13:51 08-15-2021,15:20:12 08-15-2021,Right Breast,,,,6,Breast Milk,,
173,15:00:35 08-15-2021,15:05:35 08-15-2021,Left Breast,,,,5,Breast Milk,,
172,14:20:23 08-15-2021,14:30:23 08-15-2021,Right Breast,,,,10,Breast Milk,,
171,11:48:02 08-15-2021,12:02:38 08-15-2021,Right Breast,,,,14,Breast Milk,,
170,11:13:23 08-15-2021,11:26:12 08-15-2021,Left Breast,,,,12,Breast Milk,,
167,09:25:26 08-15-2021,09:30:26 08-15-2021,Right Breast,,,,5,Breast Milk,,
166,09:10:16 08-15-2021,09:20:16 08-15-2021,Left Breast,,,,10,Breast Milk,,
165,08:52:38 08-15-2021,08:57:37 08-15-2021,Right Breast,,,,4,Breast Milk,,
164,08:39:54 08-15-2021,08:48:17 08-15-2021,Left Breast,,,,8,Breast Milk,,
163,08:28:24 08-15-2021,08:32:45 08-15-2021,Right Breast,,,,4,Breast Milk,,
162,05:10:51 08-15-2021,05:16:27 08-15-2021,Right Breast,,,,5,Breast Milk,,
161,04:53:13 08-15-2021,05:00:47 08-15-2021,Left Breast,,,,7,Breast Milk,,
160,04:37:59 08-15-2021,04:52:56 08-15-2021,Right Breast,,,20g,14,Breast Milk,,
159,01:40:49 08-15-2021,01:54:08 08-15-2021,Left Breast,,,,13,Breast Milk,,
158,01:13:33 08-15-2021,01:30:04 08-15-2021,Right Breast,,,,16,Breast Milk,,
169,22:44:24 08-14-2021,22:47:15 08-14-2021,Bottle,1.00,29,,2,Liquid,IMPERIAL,Pump
168,22:35:20 08-14-2021,22:37:29 08-14-2021,Bottle,1.00,29,,2,Liquid,IMPERIAL,Pump
157,21:59:50 08-14-2021,22:06:56 08-14-2021,Bottle,1.50,44,,7,Liquid,IMPERIAL,Pump
156,21:37:16 08-14-2021,21:48:25 08-14-2021,Left Breast,,,,11,Breast Milk,,
155,21:16:14 08-14-2021,21:28:09 08-14-2021,Right Breast,,,,11,Breast Milk,,
153,19:25:08 08-14-2021,19:30:27 08-14-2021,Left Breast,,,,5,Breast Milk,,
152,18:22:59 08-14-2021,18:27:53 08-14-2021,Left Breast,,,,4,Breast Milk,,
154,17:30:55 08-14-2021,17:35:55 08-14-2021,Bottle,1.00,29,,5,Liquid,IMPERIAL,Pump
151,15:47:03 08-14-2021,15:56:45 08-14-2021,Right Breast,,,,9,Breast Milk,,
150,15:18:35 08-14-2021,15:29:31 08-14-2021,Right Breast,,,,10,Breast Milk,,
149,15:02:20 08-14-2021,15:10:00 08-14-2021,Left Breast,,,,7,Breast Milk,,
148,13:11:16 08-14-2021,13:17:53 08-14-2021,Right Breast,,,,6,Breast Milk,,
147,12:58:58 08-14-2021,13:07:58 08-14-2021,Left Breast,,,,9,Breast Milk,,
146,11:59:49 08-14-2021,12:10:34 08-14-2021,Right Breast,,,,10,Breast Milk,,
145,11:25:43 08-14-2021,11:34:49 08-14-2021,Left Breast,,,,9,Breast Milk,,
144,11:07:33 08-14-2021,11:10:35 08-14-2021,Left Breast,,,,3,Breast Milk,,
143,10:47:48 08-14-2021,10:52:06 08-14-2021,Left Breast,,,,4,Breast Milk,,
142,09:02:08 08-14-2021,09:16:11 08-14-2021,Right Breast,,,,14,Breast Milk,,
141,07:56:04 08-14-2021,08:05:04 08-14-2021,Left Breast,,,,9,Breast Milk,,
140,07:48:31 08-14-2021,07:54:35 08-14-2021,Right Breast,,,,6,Breast Milk,,
139,06:01:57 08-14-2021,06:08:52 08-14-2021,Left Breast,,,,6,Breast Milk,,
138,05:25:59 08-14-2021,05:38:05 08-14-2021,Right Breast,,,,12,Breast Milk,,
137,02:18:25 08-14-2021,02:21:59 08-14-2021,Right Breast,,,,3,Breast Milk,,
136,01:53:53 08-14-2021,01:58:31 08-14-2021,Left Breast,,,,4,Breast Milk,,
135,01:39:33 08-14-2021,01:44:54 08-14-2021,Right Breast,,,,5,Breast Milk,,
134,21:55:42 08-13-2021,22:00:51 08-13-2021,Left Breast,,,,5,Breast Milk,,
133,21:45:08 08-13-2021,21:52:32 08-13-2021,Right Breast,,,,7,Breast Milk,,
132,20:56:30 08-13-2021,21:00:19 08-13-2021,Left Breast,,,,3,Breast Milk,,
131,20:19:40 08-13-2021,20:24:20 08-13-2021,Left Breast,,,,4,Breast Milk,,
130,20:00:59 08-13-2021,20:19:39 08-13-2021,Right Breast,,,,18,Breast Milk,,
129,17:06:25 08-13-2021,17:11:51 08-13-2021,Right Breast,,,,5,Breast Milk,,
128,16:55:49 08-13-2021,17:02:58 08-13-2021,Left Breast,,,,7,Breast Milk,,
127,16:19:19 08-13-2021,16:26:02 08-13-2021,Right Breast,,,,6,Breast Milk,,
126,16:01:11 08-13-2021,16:19:17 08-13-2021,Left Breast,,,,18,Breast Milk,,
125,13:50:42 08-13-2021,14:05:50 08-13-2021,Right Breast,,,,15,Breast Milk,,
124,13:11:44 08-13-2021,13:25:30 08-13-2021,Left Breast,,,,13,Breast Milk,,
123,12:47:27 08-13-2021,12:59:31 08-13-2021,Right Breast,,,50g,12,Breast Milk,,
122,10:40:41 08-13-2021,10:50:41 08-13-2021,Left Breast,,,,10,Breast Milk,,
121,09:55:27 08-13-2021,10:04:27 08-13-2021,Bottle,1.00,29,,9,Liquid,IMPERIAL,Pump
120,09:55:18 08-13-2021,10:00:18 08-13-2021,Left Breast,,,,5,Breast Milk,,
119,09:35:11 08-13-2021,09:43:38 08-13-2021,Right Breast,,,,8,Breast Milk,,
118,07:07:15 08-13-2021,07:13:34 08-13-2021,Left Breast,,,,6,Breast Milk,,
117,04:29:03 08-13-2021,04:36:02 08-13-2021,Left Breast,,,,6,Breast Milk,,
116,04:08:33 08-13-2021,04:23:39 08-13-2021,Right Breast,,,,15,Breast Milk,,
115,00:05:46 08-13-2021,00:15:46 08-13-2021,Bottle,1.00,29,,10,Liquid,IMPERIAL,Pump
114,23:13:07 08-12-2021,23:26:05 08-12-2021,Right Breast,,,,12,Breast Milk,,
113,22:45:56 08-12-2021,23:02:57 08-12-2021,Left Breast,,,,17,Breast Milk,,
112,19:44:54 08-12-2021,19:55:14 08-12-2021,Bottle,1.00,29,,10,Liquid,IMPERIAL,Pump
111,19:06:02 08-12-2021,19:16:09 08-12-2021,Right Breast,,,,10,Breast Milk,,
110,18:42:14 08-12-2021,18:55:31 08-12-2021,Left Breast,,,,13,Breast Milk,,
109,15:50:44 08-12-2021,16:00:45 08-12-2021,Right Breast,,,,10,Breast Milk,,
108,15:09:30 08-12-2021,15:19:42 08-12-2021,Left Breast,,,,10,Breast Milk,,
107,14:23:44 08-12-2021,14:30:51 08-12-2021,Right Breast,,,,7,Breast Milk,,
106,14:06:35 08-12-2021,14:10:57 08-12-2021,Right Breast,,,,4,Breast Milk,,
105,13:37:11 08-12-2021,13:56:59 08-12-2021,Left Breast,,,,19,Breast Milk,,
104,11:40:50 08-12-2021,11:55:50 08-12-2021,Left Breast,,,,15,Breast Milk,,
103,10:43:30 08-12-2021,10:57:33 08-12-2021,Right Breast,,,,14,Breast Milk,,
102,07:45:16 08-12-2021,07:51:56 08-12-2021,Left Breast,,,,6,Breast Milk,,
