pokedex_no,pokedex_link,img_link2,name,variant,type,type2,gen
545,/wiki/Scolipede_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/cb/545Scolipede.png/70px-545Scolipede.png,Scolipede,,Bug,Poison,5
546,/wiki/Cottonee_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/44/546Cottonee.png/70px-546Cottonee.png,Cottonee,,Grass,Fairy,5
547,/wiki/Whimsicott_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a2/547Whimsicott.png/70px-547Whimsicott.png,Whimsicott,,Grass,Fairy,5
548,/wiki/Petilil_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/0b/548Petilil.png/70px-548Petilil.png,Petilil,,Grass,Grass,5
549,/wiki/Lilligant_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/21/549Lilligant.png/70px-549Lilligant.png,Lilligant,,Grass,Grass,5
NA,/wiki/Lilligant_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/ac/549Lilligant-Hisui.png/70px-549Lilligant-Hisui.png,Lilligant,Hisuian Form,Grass,Fighting,5
550,/wiki/Basculin_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/24/550Basculin-Red.png/70px-550Basculin-Red.png,Basculin,Red-Striped Form,Water,Water,5
NA,/wiki/Basculin_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/fa/550Basculin-Blue.png/70px-550Basculin-Blue.png,Basculin,Blue-Striped Form,Water,Water,5
NA,/wiki/Basculin_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/73/550Basculin-White.png/70px-550Basculin-White.png,Basculin,White-Striped Form,Water,Water,5
551,/wiki/Sandile_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/26/551Sandile.png/70px-551Sandile.png,Sandile,,Ground,Dark,5
552,/wiki/Krokorok_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/d4/552Krokorok.png/70px-552Krokorok.png,Krokorok,,Ground,Dark,5
553,/wiki/Krookodile_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e5/553Krookodile.png/70px-553Krookodile.png,Krookodile,,Ground,Dark,5
554,/wiki/Darumaka_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/4c/554Darumaka.png/70px-554Darumaka.png,Darumaka,,Fire,Fire,5
NA,/wiki/Darumaka_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/c9/554Darumaka-Galar.png/70px-554Darumaka-Galar.png,Darumaka,Galarian Form,Ice,Ice,5
555,/wiki/Darmanitan_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/40/555Darmanitan.png/70px-555Darmanitan.png,Darmanitan,Standard Mode,Fire,Fire,5
NA,/wiki/Darmanitan_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/fe/555Darmanitan-Zen.png/70px-555Darmanitan-Zen.png,Darmanitan,Zen Mode,Fire,Psychic,5
NA,/wiki/Darmanitan_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/60/555Darmanitan-Galar.png/70px-555Darmanitan-Galar.png,Darmanitan,Galarian Form,Ice,Ice,5
NA,/wiki/Darmanitan_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/91/555Darmanitan-Galar-Zen.png/70px-555Darmanitan-Galar-Zen.png,Darmanitan,Zen Mode,Ice,Fire,5
556,/wiki/Maractus_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/35/556Maractus.png/70px-556Maractus.png,Maractus,,Grass,Grass,5
557,/wiki/Dwebble_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/6b/557Dwebble.png/70px-557Dwebble.png,Dwebble,,Bug,Rock,5
558,/wiki/Crustle_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/19/558Crustle.png/70px-558Crustle.png,Crustle,,Bug,Rock,5
559,/wiki/Scraggy_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/dc/559Scraggy.png/70px-559Scraggy.png,Scraggy,,Dark,Fighting,5
560,/wiki/Scrafty_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e8/560Scrafty.png/70px-560Scrafty.png,Scrafty,,Dark,Fighting,5
561,/wiki/Sigilyph_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/67/561Sigilyph.png/70px-561Sigilyph.png,Sigilyph,,Psychic,Flying,5
562,/wiki/Yamask_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a4/562Yamask.png/70px-562Yamask.png,Yamask,,Ghost,Ghost,5
NA,/wiki/Yamask_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/46/562Yamask-Galar.png/70px-562Yamask-Galar.png,Yamask,Galarian Form,Ground,Ghost,5
563,/wiki/Cofagrigus_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/f8/563Cofagrigus.png/70px-563Cofagrigus.png,Cofagrigus,,Ghost,Ghost,5
564,/wiki/Tirtouga_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/1a/564Tirtouga.png/70px-564Tirtouga.png,Tirtouga,,Water,Rock,5
565,/wiki/Carracosta_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/d0/565Carracosta.png/70px-565Carracosta.png,Carracosta,,Water,Rock,5
566,/wiki/Archen_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a3/566Archen.png/70px-566Archen.png,Archen,,Rock,Flying,5
567,/wiki/Archeops_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/14/567Archeops.png/70px-567Archeops.png,Archeops,,Rock,Flying,5
568,/wiki/Trubbish_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e2/568Trubbish.png/70px-568Trubbish.png,Trubbish,,Poison,Poison,5
569,/wiki/Garbodor_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/c4/569Garbodor.png/70px-569Garbodor.png,Garbodor,,Poison,Poison,5
570,/wiki/Zorua_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/2b/570Zorua.png/70px-570Zorua.png,Zorua,,Dark,Dark,5
NA,/wiki/Zorua_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/1c/570Zorua-Hisui.png/70px-570Zorua-Hisui.png,Zorua,Hisuian Form,Normal,Ghost,5
571,/wiki/Zoroark_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a6/571Zoroark.png/70px-571Zoroark.png,Zoroark,,Dark,Dark,5
NA,/wiki/Zoroark_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/d3/571Zoroark-Hisui.png/70px-571Zoroark-Hisui.png,Zoroark,Hisuian Form,Normal,Ghost,5
572,/wiki/Minccino_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/ec/572Minccino.png/70px-572Minccino.png,Minccino,,Normal,Normal,5
573,/wiki/Cinccino_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/94/573Cinccino.png/70px-573Cinccino.png,Cinccino,,Normal,Normal,5
574,/wiki/Gothita_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/71/574Gothita.png/70px-574Gothita.png,Gothita,,Psychic,Psychic,5
575,/wiki/Gothorita_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/67/575Gothorita.png/70px-575Gothorita.png,Gothorita,,Psychic,Psychic,5
576,/wiki/Gothitelle_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/38/576Gothitelle.png/70px-576Gothitelle.png,Gothitelle,,Psychic,Psychic,5
577,/wiki/Solosis_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/1e/577Solosis.png/70px-577Solosis.png,Solosis,,Psychic,Psychic,5
578,/wiki/Duosion_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/83/578Duosion.png/70px-578Duosion.png,Duosion,,Psychic,Psychic,5
579,/wiki/Reuniclus_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/19/579Reuniclus.png/70px-579Reuniclus.png,Reuniclus,,Psychic,Psychic,5
580,/wiki/Ducklett_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/4b/580Ducklett.png/70px-580Ducklett.png,Ducklett,,Water,Flying,5
581,/wiki/Swanna_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/76/581Swanna.png/70px-581Swanna.png,Swanna,,Water,Flying,5
582,/wiki/Vanillite_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/3f/582Vanillite.png/70px-582Vanillite.png,Vanillite,,Ice,Ice,5
583,/wiki/Vanillish_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/2f/583Vanillish.png/70px-583Vanillish.png,Vanillish,,Ice,Ice,5
584,/wiki/Vanilluxe_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/39/584Vanilluxe.png/70px-584Vanilluxe.png,Vanilluxe,,Ice,Ice,5
585,/wiki/Deerling_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/68/585Deerling-Spring.png/70px-585Deerling-Spring.png,Deerling,Spring Form,Normal,Grass,5
NA,/wiki/Deerling_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/d7/585Deerling-Summer.png/70px-585Deerling-Summer.png,Deerling,Summer Form,Normal,Grass,5
NA,/wiki/Deerling_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e3/585Deerling-Autumn.png/70px-585Deerling-Autumn.png,Deerling,Autumn Form,Normal,Grass,5
NA,/wiki/Deerling_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/d4/585Deerling-Winter.png/70px-585Deerling-Winter.png,Deerling,Winter Form,Normal,Grass,5
586,/wiki/Sawsbuck_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/8d/586Sawsbuck-Spring.png/70px-586Sawsbuck-Spring.png,Sawsbuck,Spring Form,Normal,Grass,5
NA,/wiki/Sawsbuck_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/44/586Sawsbuck-Summer.png/70px-586Sawsbuck-Summer.png,Sawsbuck,Summer Form,Normal,Grass,5
NA,/wiki/Sawsbuck_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/ca/586Sawsbuck-Autumn.png/70px-586Sawsbuck-Autumn.png,Sawsbuck,Autumn Form,Normal,Grass,5
NA,/wiki/Sawsbuck_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/c5/586Sawsbuck-Winter.png/70px-586Sawsbuck-Winter.png,Sawsbuck,Winter Form,Normal,Grass,5
587,/wiki/Emolga_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/b4/587Emolga.png/70px-587Emolga.png,Emolga,,Electric,Flying,5
588,/wiki/Karrablast_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/60/588Karrablast.png/70px-588Karrablast.png,Karrablast,,Bug,Bug,5
589,/wiki/Escavalier_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/63/589Escavalier.png/70px-589Escavalier.png,Escavalier,,Bug,Steel,5
590,/wiki/Foongus_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/cc/590Foongus.png/70px-590Foongus.png,Foongus,,Grass,Poison,5
591,/wiki/Amoonguss_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/13/591Amoonguss.png/70px-591Amoonguss.png,Amoonguss,,Grass,Poison,5
592,/wiki/Frillish_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/88/592Frillish.png/70px-592Frillish.png,Frillish,,Water,Ghost,5
593,/wiki/Jellicent_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/5c/593Jellicent.png/70px-593Jellicent.png,Jellicent,,Water,Ghost,5
594,/wiki/Alomomola_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/10/594Alomomola.png/70px-594Alomomola.png,Alomomola,,Water,Water,5
595,/wiki/Joltik_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/f8/595Joltik.png/70px-595Joltik.png,Joltik,,Bug,Electric,5
596,/wiki/Galvantula_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/7a/596Galvantula.png/70px-596Galvantula.png,Galvantula,,Bug,Electric,5
597,/wiki/Ferroseed_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/28/597Ferroseed.png/70px-597Ferroseed.png,Ferroseed,,Grass,Steel,5
598,/wiki/Ferrothorn_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/6c/598Ferrothorn.png/70px-598Ferrothorn.png,Ferrothorn,,Grass,Steel,5
599,/wiki/Klink_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/ea/599Klink.png/70px-599Klink.png,Klink,,Steel,Steel,5
600,/wiki/Klang_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/80/600Klang.png/70px-600Klang.png,Klang,,Steel,Steel,5
601,/wiki/Klinklang_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/cf/601Klinklang.png/70px-601Klinklang.png,Klinklang,,Steel,Steel,5
602,/wiki/Tynamo_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/5e/602Tynamo.png/70px-602Tynamo.png,Tynamo,,Electric,Electric,5
603,/wiki/Eelektrik_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/c7/603Eelektrik.png/70px-603Eelektrik.png,Eelektrik,,Electric,Electric,5
604,/wiki/Eelektross_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/6c/604Eelektross.png/70px-604Eelektross.png,Eelektross,,Electric,Electric,5
605,/wiki/Elgyem_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/fd/605Elgyem.png/70px-605Elgyem.png,Elgyem,,Psychic,Psychic,5
606,/wiki/Beheeyem_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/2c/606Beheeyem.png/70px-606Beheeyem.png,Beheeyem,,Psychic,Psychic,5
607,/wiki/Litwick_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/8e/607Litwick.png/70px-607Litwick.png,Litwick,,Ghost,Fire,5
608,/wiki/Lampent_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a5/608Lampent.png/70px-608Lampent.png,Lampent,,Ghost,Fire,5
609,/wiki/Chandelure_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/65/609Chandelure.png/70px-609Chandelure.png,Chandelure,,Ghost,Fire,5
610,/wiki/Axew_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/5c/610Axew.png/70px-610Axew.png,Axew,,Dragon,Dragon,5
611,/wiki/Fraxure_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/05/611Fraxure.png/70px-611Fraxure.png,Fraxure,,Dragon,Dragon,5
612,/wiki/Haxorus_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/8f/612Haxorus.png/70px-612Haxorus.png,Haxorus,,Dragon,Dragon,5
613,/wiki/Cubchoo_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/72/613Cubchoo.png/70px-613Cubchoo.png,Cubchoo,,Ice,Ice,5
614,/wiki/Beartic_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/40/614Beartic.png/70px-614Beartic.png,Beartic,,Ice,Ice,5
615,/wiki/Cryogonal_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/11/615Cryogonal.png/70px-615Cryogonal.png,Cryogonal,,Ice,Ice,5
616,/wiki/Shelmet_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/f6/616Shelmet.png/70px-616Shelmet.png,Shelmet,,Bug,Bug,5
617,/wiki/Accelgor_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/34/617Accelgor.png/70px-617Accelgor.png,Accelgor,,Bug,Bug,5
618,/wiki/Stunfisk_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/d2/618Stunfisk.png/70px-618Stunfisk.png,Stunfisk,,Ground,Electric,5
NA,/wiki/Stunfisk_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/11/618Stunfisk-Galar.png/70px-618Stunfisk-Galar.png,Stunfisk,Galarian Form,Ground,Steel,5
619,/wiki/Mienfoo_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/41/619Mienfoo.png/70px-619Mienfoo.png,Mienfoo,,Fighting,Fighting,5
620,/wiki/Mienshao_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/20/620Mienshao.png/70px-620Mienshao.png,Mienshao,,Fighting,Fighting,5
621,/wiki/Druddigon_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/ad/621Druddigon.png/70px-621Druddigon.png,Druddigon,,Dragon,Dragon,5
622,/wiki/Golett_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/ac/622Golett.png/70px-622Golett.png,Golett,,Ground,Ghost,5
623,/wiki/Golurk_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/68/623Golurk.png/70px-623Golurk.png,Golurk,,Ground,Ghost,5
624,/wiki/Pawniard_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/9c/624Pawniard.png/70px-624Pawniard.png,Pawniard,,Dark,Steel,5
625,/wiki/Bisharp_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/74/625Bisharp.png/70px-625Bisharp.png,Bisharp,,Dark,Steel,5
626,/wiki/Bouffalant_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a4/626Bouffalant.png/70px-626Bouffalant.png,Bouffalant,,Normal,Normal,5
627,/wiki/Rufflet_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/bb/627Rufflet.png/70px-627Rufflet.png,Rufflet,,Normal,Flying,5
628,/wiki/Braviary_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/cf/628Braviary.png/70px-628Braviary.png,Braviary,,Normal,Flying,5
NA,/wiki/Braviary_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/16/628Braviary-Hisui.png/70px-628Braviary-Hisui.png,Braviary,Hisuian Form,Psychic,Flying,5
629,/wiki/Vullaby_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/f2/629Vullaby.png/70px-629Vullaby.png,Vullaby,,Dark,Flying,5
630,/wiki/Mandibuzz_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/00/630Mandibuzz.png/70px-630Mandibuzz.png,Mandibuzz,,Dark,Flying,5
631,/wiki/Heatmor_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/b0/631Heatmor.png/70px-631Heatmor.png,Heatmor,,Fire,Fire,5
632,/wiki/Durant_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/1a/632Durant.png/70px-632Durant.png,Durant,,Bug,Steel,5
633,/wiki/Deino_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/f7/633Deino.png/70px-633Deino.png,Deino,,Dark,Dragon,5
634,/wiki/Zweilous_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a6/634Zweilous.png/70px-634Zweilous.png,Zweilous,,Dark,Dragon,5
635,/wiki/Hydreigon_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/3e/635Hydreigon.png/70px-635Hydreigon.png,Hydreigon,,Dark,Dragon,5
636,/wiki/Larvesta_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/f4/636Larvesta.png/70px-636Larvesta.png,Larvesta,,Bug,Fire,5
637,/wiki/Volcarona_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/6b/637Volcarona.png/70px-637Volcarona.png,Volcarona,,Bug,Fire,5
638,/wiki/Cobalion_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/65/638Cobalion.png/70px-638Cobalion.png,Cobalion,,Steel,Fighting,5
639,/wiki/Terrakion_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/ad/639Terrakion.png/70px-639Terrakion.png,Terrakion,,Rock,Fighting,5
640,/wiki/Virizion_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/79/640Virizion.png/70px-640Virizion.png,Virizion,,Grass,Fighting,5
641,/wiki/Tornadus_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/08/641Tornadus.png/70px-641Tornadus.png,Tornadus,Incarnate Forme,Flying,Flying,5
NA,/wiki/Tornadus_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/7e/641Tornadus-Therian.png/70px-641Tornadus-Therian.png,Tornadus,Therian Forme,Flying,Flying,5
642,/wiki/Thundurus_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/b8/642Thundurus.png/70px-642Thundurus.png,Thundurus,Incarnate Forme,Electric,Flying,5
NA,/wiki/Thundurus_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/86/642Thundurus-Therian.png/70px-642Thundurus-Therian.png,Thundurus,Therian Forme,Electric,Flying,5
643,/wiki/Reshiram_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/8d/643Reshiram.png/70px-643Reshiram.png,Reshiram,,Dragon,Fire,5
644,/wiki/Zekrom_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/81/644Zekrom.png/70px-644Zekrom.png,Zekrom,,Dragon,Electric,5
645,/wiki/Landorus_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/bb/645Landorus.png/70px-645Landorus.png,Landorus,Incarnate Forme,Ground,Flying,5
NA,/wiki/Landorus_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/00/645Landorus-Therian.png/70px-645Landorus-Therian.png,Landorus,Therian Forme,Ground,Flying,5
646,/wiki/Kyurem_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/c3/646Kyurem.png/70px-646Kyurem.png,Kyurem,Kyurem,Dragon,Ice,5
NA,/wiki/Kyurem_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/81/646Kyurem-White.png/70px-646Kyurem-White.png,Kyurem,White Kyurem,Dragon,Ice,5
NA,/wiki/Kyurem_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/16/646Kyurem-Black.png/70px-646Kyurem-Black.png,Kyurem,Black Kyurem,Dragon,Ice,5
647,/wiki/Keldeo_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/50/647Keldeo.png/70px-647Keldeo.png,Keldeo,Ordinary Form,Water,Fighting,5
NA,/wiki/Keldeo_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/7c/647Keldeo-Resolute.png/70px-647Keldeo-Resolute.png,Keldeo,Resolute Form,Water,Fighting,5
648,/wiki/Meloetta_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a3/648Meloetta.png/70px-648Meloetta.png,Meloetta,Aria Forme,Normal,Psychic,5
NA,/wiki/Meloetta_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/36/648Meloetta-Pirouette.png/70px-648Meloetta-Pirouette.png,Meloetta,Pirouette Forme,Normal,Fighting,5
649,/wiki/Genesect_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/46/649Genesect.png/70px-649Genesect.png,Genesect,Genesect,Bug,Steel,5
NA,/wiki/Genesect_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e5/HOME649B.png/70px-HOME649B.png,Genesect,Genesect,Bug,Steel,5
NA,/wiki/Genesect_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/aa/HOME649Y.png/70px-HOME649Y.png,Genesect,Genesect,Bug,Steel,5
NA,/wiki/Genesect_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/b9/HOME649R.png/70px-HOME649R.png,Genesect,Genesect,Bug,Steel,5
NA,/wiki/Genesect_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/7f/HOME649W.png/70px-HOME649W.png,Genesect,Genesect,Bug,Steel,5
650,/wiki/Chespin_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/ca/650Chespin.png/70px-650Chespin.png,Chespin,,Grass,Grass,6
651,/wiki/Quilladin_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/71/651Quilladin.png/70px-651Quilladin.png,Quilladin,,Grass,Grass,6
652,/wiki/Chesnaught_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/18/652Chesnaught.png/70px-652Chesnaught.png,Chesnaught,,Grass,Fighting,6
653,/wiki/Fennekin_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/3d/653Fennekin.png/70px-653Fennekin.png,Fennekin,,Fire,Fire,6
654,/wiki/Braixen_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/09/654Braixen.png/70px-654Braixen.png,Braixen,,Fire,Fire,6
655,/wiki/Delphox_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/21/655Delphox.png/70px-655Delphox.png,Delphox,,Fire,Psychic,6
656,/wiki/Froakie_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/18/656Froakie.png/70px-656Froakie.png,Froakie,,Water,Water,6
657,/wiki/Frogadier_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/fc/657Frogadier.png/70px-657Frogadier.png,Frogadier,,Water,Water,6
658,/wiki/Greninja_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/67/658Greninja.png/70px-658Greninja.png,Greninja,,Water,Dark,6
659,/wiki/Bunnelby_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/70/659Bunnelby.png/70px-659Bunnelby.png,Bunnelby,,Normal,Normal,6
660,/wiki/Diggersby_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/34/660Diggersby.png/70px-660Diggersby.png,Diggersby,,Normal,Ground,6
661,/wiki/Fletchling_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/7e/661Fletchling.png/70px-661Fletchling.png,Fletchling,,Normal,Flying,6
662,/wiki/Fletchinder_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/ce/662Fletchinder.png/70px-662Fletchinder.png,Fletchinder,,Fire,Flying,6
663,/wiki/Talonflame_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/ae/663Talonflame.png/70px-663Talonflame.png,Talonflame,,Fire,Flying,6
